CALL MOSOTIETKIEM(3, 'Nguyễn Thị Như Quỳnh', '680040861383', 'Q6', '2024-08-29', 324123);
CALL MOSOTIETKIEM(3, 'Nguyễn Văn Thanh', '362432254279', 'Bình Tân', '2024-01-25', 978946);
CALL MOSOTIETKIEM(0, 'Võ Đức Thảo', '404353857042', 'Thủ Đức', '2024-02-07', 137500);
CALL MOSOTIETKIEM(3, 'Bùi Trung Thành', '509377938036', 'Bình Tân', '2024-05-04', 743754);
CALL MOSOTIETKIEM(3, 'Lê Tấn Thạnh', '775463413064', 'Q4', '2024-07-24', 399530);
CALL MOSOTIETKIEM(6, 'Lê Tiến Thành', '957662154291', 'Q10', '2024-02-03', 963498);
CALL MOSOTIETKIEM(6, 'Nguyễn Đình Thi', '885721848382', 'Q9', '2024-01-11', 844335);
CALL MOSOTIETKIEM(0, 'Nguyễn Công Thành', '207899820392', 'Q4', '2024-05-26', 213531);
CALL MOSOTIETKIEM(3, 'Lương Văn Thao', '378893811163', 'Q5', '2024-01-14', 846851);
CALL MOSOTIETKIEM(3, 'Cao Bá Thành', '902323433739', 'Bình Thạnh', '2024-05-11', 722652);
CALL MOSOTIETKIEM(0, 'Nguyễn Hữu Thế', '728369225678', 'Q4', '2024-07-30', 891473);
CALL MOSOTIETKIEM(3, 'Đào Văn Thiện', '558233609883', 'Q3', '2024-09-14', 716094);
CALL MOSOTIETKIEM(3, 'Nguyễn Văn Thịnh', '578918443957', 'Q2', '2024-05-17', 345705);
CALL MOSOTIETKIEM(6, 'Nguyễn Đức Thông', '353907875156', 'Q9', '2024-02-15', 436028);
CALL MOSOTIETKIEM(3, 'Nguyễn Lê Trường Thọ', '732963652285', 'Q3', '2024-09-30', 816634);
CALL MOSOTIETKIEM(6, 'Trần Minh Thông', '946715906001', 'Bình Tân', '2024-11-22', 498028);
CALL MOSOTIETKIEM(6, 'Phạm Quang Thông', '244285586710', 'Q5', '2024-02-04', 242339);
CALL MOSOTIETKIEM(6, 'Trịnh Đức Thiện', '745211798236', 'Thủ Đức', '2024-04-09', 441797);
CALL MOSOTIETKIEM(6, 'Hồ Quang Thịnh', '175349640714', 'Q5', '2024-01-16', 219336);
CALL MOSOTIETKIEM(0, 'Trần Quang Văn Thư', '871554569328', 'Thủ Đức', '2024-03-06', 117542);
CALL MOSOTIETKIEM(0, 'Nguyễn Ngọc Hoài Thu', '527349560441', 'Bình Tân', '2024-10-08', 558675);
CALL MOSOTIETKIEM(0, 'Nguyễn Bỉnh Khiêm', '897148289531', 'Bình Tân', '2024-11-19', 553161);
CALL MOSOTIETKIEM(0, 'Huỳnh Thị Kim Sinh', '159693445759', 'Bình Thạnh', '2024-01-10', 112908);
CALL MOSOTIETKIEM(6, 'Lê Ngọc Thuận', '026769833236', 'Q10', '2024-09-23', 784824);
CALL MOSOTIETKIEM(3, 'Huỳnh Trần Thư', '984869498415', 'Q8', '2024-05-29', 614492);
CALL MOSOTIETKIEM(6, 'Phạm Thị Thanh Thuý', '263111068966', 'Q4', '2024-01-11', 502853);
CALL MOSOTIETKIEM(0, 'Nguyễn Hồng Thông', '393975817160', 'Thủ Đức', '2024-09-10', 508556);
CALL MOSOTIETKIEM(0, 'Nguyễn Cao Trường', '622376789568', 'Bình Tân', '2024-09-24', 227308);
CALL MOSOTIETKIEM(3, 'Phạm Công Thưởng', '390162550604', 'Q10', '2024-04-07', 100368);
CALL MOSOTIETKIEM(6, 'Phan Khánh Thuận', '630514373925', 'Q6', '2024-05-20', 648342);
CALL MOSOTIETKIEM(0, 'Trần Văn Dö', '104887199118', 'Bình Tân', '2024-06-15', 839871);
CALL MOSOTIETKIEM(6, 'Nguyễn Đình Lê Thuần', '659939314275', 'Q9', '2024-04-02', 972879);
CALL MOSOTIETKIEM(3, 'Nguyễn Quốc Thịnh', '869816502626', 'Q1', '2024-06-17', 126860);
CALL MOSOTIETKIEM(0, 'Lê Nguyễn Thúy An', '833646559215', 'Q10', '2024-07-16', 833367);
CALL MOSOTIETKIEM(0, 'Nguyễn Ngọc Hợp', '260696267887', 'Q11', '2024-12-03', 479788);
CALL MOSOTIETKIEM(3, 'Nguyễn Vuõ Lam Hoàng', '646035365890', 'Q9', '2024-06-04', 316429);
CALL MOSOTIETKIEM(6, 'Nguyễn Hoà Thuận', '026006025903', 'Q2', '2024-11-23', 745298);
CALL MOSOTIETKIEM(3, 'Phạm Huỳnh Đức Huy', '173849606235', 'Q2', '2024-02-11', 629640);
CALL MOSOTIETKIEM(3, 'Huỳnh Tuấn Anh', '237055882859', 'Thủ Đức', '2024-05-02', 925162);
CALL MOSOTIETKIEM(6, 'Hồ Ngọc An', '105187229282', 'Bình Thạnh', '2024-07-01', 527019);
CALL MOSOTIETKIEM(3, 'Trần Thế Thông', '321984638942', 'Q2', '2024-08-26', 387247);
CALL MOSOTIETKIEM(6, 'Phạm Tuấn Anh', '333885950823', 'Q2', '2024-03-23', 475424);
CALL MOSOTIETKIEM(3, 'Nguyễn Khắc Bảo Anh', '097755990904', 'Bình Tân', '2024-04-24', 653156);
CALL MOSOTIETKIEM(6, 'Nguyễn Ngọc Lan Anh', '257519540317', 'Tân Bình', '2024-11-30', 547974);
CALL MOSOTIETKIEM(0, 'Nguyễn Thanh An', '391104472890', 'Q10', '2024-01-30', 302467);
CALL MOSOTIETKIEM(0, 'Vũ Minh Thức', '633200914535', 'Q12', '2024-10-29', 564288);
CALL MOSOTIETKIEM(3, 'Phạm Thị Như Duyên', '851266457721', 'Q4', '2024-11-20', 646206);
CALL MOSOTIETKIEM(6, 'Nguyễn Công Chức', '984949767787', 'Q12', '2024-12-27', 820725);
CALL MOSOTIETKIEM(6, 'Võ Nguyên Minh An', '047089870859', 'Q1', '2024-09-28', 912660);
CALL MOSOTIETKIEM(6, 'Lê Thanh An', '698758891870', 'Q4', '2024-04-08', 266283);
CALL MOSOTIETKIEM(0, 'Phạm Đình Ân', '050320998786', 'Q9', '2024-07-15', 392431);
CALL MOSOTIETKIEM(0, 'Huỳnh Tuấn Anh', '798702184512', 'Q6', '2024-05-19', 788553);
CALL MOSOTIETKIEM(3, 'Nguyễn Minh Ân', '644983122205', 'Q7', '2024-10-03', 231857);
CALL MOSOTIETKIEM(6, 'Nguyễn Phương Anh', '354321412893', 'Thủ Đức', '2024-07-30', 117937);
CALL MOSOTIETKIEM(6, 'Nguyễn Huy Bảo', '469453396520', 'Q2', '2024-05-21', 592744);
CALL MOSOTIETKIEM(6, 'Phạm Hồng Ảnh', '812752711390', 'Bình Thạnh', '2024-09-18', 790846);
CALL MOSOTIETKIEM(6, 'Châu Việt Anh', '765010720063', 'Tân Bình', '2024-12-12', 437786);
CALL MOSOTIETKIEM(0, 'Nguyễn Lê Phú An', '127372658199', 'Q3', '2024-11-25', 435897);
CALL MOSOTIETKIEM(6, 'Lê Đình Bằng', '108009359605', 'Bình Thạnh', '2024-01-02', 492432);
CALL MOSOTIETKIEM(0, 'Trần Hoàng Vĩnh Bảo', '295151006147', 'Q6', '2024-09-28', 586691);
CALL MOSOTIETKIEM(3, 'Phạm Võ Hoài Anh', '525139225900', 'Q8', '2024-01-18', 490807);
CALL MOSOTIETKIEM(3, 'Hồ Thanh Bình', '489285065953', 'Q6', '2024-05-31', 729048);
CALL MOSOTIETKIEM(0, 'Nguyễn Thái Bình', '223904155560', 'Q6', '2024-08-27', 789287);
CALL MOSOTIETKIEM(6, 'Bùi Thái Chánh', '524866613450', 'Q1', '2024-09-12', 931960);
CALL MOSOTIETKIEM(6, 'Đỗ Đình Biên', '846469201896', 'Q12', '2024-09-17', 967665);
CALL MOSOTIETKIEM(6, 'Nguyễn Phước Biển', '889478257713', 'Q8', '2024-09-28', 303571);
CALL MOSOTIETKIEM(3, 'Lê Minh Chánh', '753123799884', 'Tân Bình', '2024-07-20', 685441);
CALL MOSOTIETKIEM(6, 'Lê Thái Bình', '575496935027', 'Q8', '2024-06-24', 998476);
CALL MOSOTIETKIEM(0, 'Nguyễn Thái Bình', '647217129135', 'Q11', '2024-07-01', 124273);
CALL MOSOTIETKIEM(0, 'Đinh Hồng Châu', '244668702179', 'Bình Thạnh', '2024-06-04', 540868);
CALL MOSOTIETKIEM(6, 'Võ Khải Hoàng Ca', '372019314158', 'Bình Tân', '2024-05-18', 325037);
CALL MOSOTIETKIEM(6, 'Hà Thị Thùy Chi', '996979640674', 'Q7', '2024-08-03', 405348);
CALL MOSOTIETKIEM(6, 'Lê Văn Minh Châu', '307718143620', 'Q8', '2024-07-07', 922697);
CALL MOSOTIETKIEM(0, 'Nguyễn Linh Chi', '499935391573', 'Q6', '2024-02-15', 547308);
CALL MOSOTIETKIEM(6, 'Lê Thị Phương Chi', '807352926400', 'Q7', '2024-02-29', 465002);
CALL MOSOTIETKIEM(3, 'Nguyễn Duy Chinh', '702014750597', 'Q7', '2024-05-10', 123374);
CALL MOSOTIETKIEM(6, 'Nguyễn Thế Chiến', '217386513712', 'Q6', '2024-01-16', 287623);
CALL MOSOTIETKIEM(6, 'Trần Đức Thịnh', '894504285315', 'Q11', '2024-02-24', 282644);
CALL MOSOTIETKIEM(6, 'Trần Viễn Chinh', '452664401990', 'Q7', '2024-04-30', 661391);
CALL MOSOTIETKIEM(0, 'Bùi Văn Chương', '142160915568', 'Q2', '2024-08-14', 927582);
CALL MOSOTIETKIEM(6, 'Vũ Thị Lan Thi', '278026345507', 'Q8', '2024-06-24', 310914);
CALL MOSOTIETKIEM(0, 'Đỗ Ngọc Kiều Chinh', '454619447906', 'Bình Tân', '2024-04-08', 154813);
CALL MOSOTIETKIEM(6, 'Đỗ Hoàng Chương', '784728458265', 'Q2', '2024-06-07', 672824);
CALL MOSOTIETKIEM(3, 'Ngô Chí Công', '663306707231', 'Q5', '2024-04-12', 241335);
CALL MOSOTIETKIEM(6, 'Nguyễn Kim Cương', '736418623613', 'Q12', '2024-12-08', 484220);
CALL MOSOTIETKIEM(6, 'Nguyễn Văn Cúc', '895996739215', 'Q1', '2024-11-13', 918177);
CALL MOSOTIETKIEM(0, 'Lê Thành Công', '431608782945', 'Q8', '2024-11-12', 240202);
CALL MOSOTIETKIEM(6, 'Nguyễn Kim Cương', '708267954853', 'Thủ Đức', '2024-04-01', 305816);
CALL MOSOTIETKIEM(0, 'Lê Thành Công', '503371172272', 'Thủ Đức', '2024-07-10', 986916);
CALL MOSOTIETKIEM(6, 'Nguyễn Quốc Đại', '424805275313', 'Q6', '2024-11-23', 593359);
CALL MOSOTIETKIEM(6, 'Nguyễn Phước Cường', '530116148973', 'Q6', '2024-03-22', 397475);
CALL MOSOTIETKIEM(0, 'Tô Trọng Danh', '374190664398', 'Q6', '2024-03-03', 345555);
CALL MOSOTIETKIEM(0, 'Nguyễn Phú Cường', '532806572205', 'Q10', '2024-12-19', 875424);
CALL MOSOTIETKIEM(3, 'Nguyễn Quốc Cường', '324973626526', 'Q4', '2024-12-31', 569822);
CALL MOSOTIETKIEM(3, 'Lê Huy Bảo Đạt', '089669467665', 'Q10', '2024-04-10', 438974);
CALL MOSOTIETKIEM(3, 'Trần Huy Cường', '531649761915', 'Bình Thạnh', '2024-08-24', 611073);
CALL MOSOTIETKIEM(3, 'Mai Minh Đạt', '645103445562', 'Q7', '2024-05-15', 865855);
CALL MOSOTIETKIEM(3, 'Nguyễn Minh Đạt', '959325705491', 'Bình Thạnh', '2024-11-09', 264140);
CALL MOSOTIETKIEM(6, 'Trần Công Danh', '665371702442', 'Bình Tân', '2024-09-02', 354482);
CALL MOSOTIETKIEM(0, 'Huỳnh Công Danh', '068166660742', 'Q4', '2024-03-20', 896179);
CALL MOSOTIETKIEM(3, 'Đoàn Thị Thanh Dung', '743473634345', 'Q10', '2024-08-09', 290724);
CALL MOSOTIETKIEM(6, 'Huỳnh Trần Đoàn', '556408324105', 'Q3', '2024-08-15', 988728);
CALL MOSOTIETKIEM(6, 'Đỗ Quang Đạt', '022677129726', 'Q6', '2024-06-14', 556985);
CALL MOSOTIETKIEM(3, 'Lâm Hữu Đức', '440836081565', 'Q9', '2024-01-25', 944541);
CALL MOSOTIETKIEM(3, 'Nguyễn Mạnh Điền', '256331615455', 'Q11', '2024-12-04', 824868);
CALL MOSOTIETKIEM(0, 'Hồ Anh Đạt', '916912323673', 'Q2', '2024-11-29', 226217);
CALL MOSOTIETKIEM(0, 'Vũ Tiến Đạt', '909741771960', 'Q4', '2024-03-07', 411449);
CALL MOSOTIETKIEM(6, 'Trần Văn Đạt', '438228323085', 'Q12', '2024-10-18', 123942);
CALL MOSOTIETKIEM(3, 'Huỳnh Minh Đức', '253799110889', 'Q6', '2024-06-22', 163656);
CALL MOSOTIETKIEM(6, 'Phạm Quý Định', '551703319592', 'Q9', '2024-01-01', 971214);
CALL MOSOTIETKIEM(0, 'Trần Quốc Cường', '419455127349', 'Q4', '2024-03-16', 867461);
CALL MOSOTIETKIEM(0, 'Nguyễn Trường Giang', '877862776667', 'Q10', '2024-03-02', 623484);
CALL MOSOTIETKIEM(3, 'Đỗ Văn Dũng', '471720658568', 'Bình Tân', '2024-04-26', 387394);
CALL MOSOTIETKIEM(3, 'Phạm Khắc Điệp', '648697381915', 'Q11', '2024-05-02', 447974);
CALL MOSOTIETKIEM(0, 'Lê Phước Phát Đạt Đức', '335145882182', 'Bình Tân', '2024-03-21', 417670);
CALL MOSOTIETKIEM(0, 'Nguyễn Tiến Dũng', '059029612028', 'Q3', '2024-10-17', 946525);
CALL MOSOTIETKIEM(3, 'Phạm Văn Đạt', '320457059421', 'Bình Thạnh', '2024-03-08', 555242);
CALL MOSOTIETKIEM(0, 'Bùi Tiến Dũng', '273371582332', 'Bình Tân', '2024-02-26', 679632);
CALL MOSOTIETKIEM(6, 'Phan Đông', '567324990452', 'Q2', '2024-11-19', 957277);
CALL MOSOTIETKIEM(3, 'Nguyễn Hữu Hải', '238972924729', 'Q5', '2024-02-05', 344613);
CALL MOSOTIETKIEM(0, 'Đặng Xuân Hạnh', '414043181819', 'Q10', '2024-05-28', 605417);
CALL MOSOTIETKIEM(0, 'Ngô Thị Thùy Dương', '020199996245', 'Thủ Đức', '2024-05-06', 497162);
CALL MOSOTIETKIEM(0, 'Nguyễn Tiến Dũng', '125820488182', 'Thủ Đức', '2024-07-03', 809440);
CALL MOSOTIETKIEM(3, 'Đào Bá Dương', '781568254346', 'Q4', '2024-04-24', 226718);
CALL MOSOTIETKIEM(0, 'Hoàng Nam Hải', '502347016404', 'Q3', '2024-04-24', 838624);
CALL MOSOTIETKIEM(3, 'Nguyễn Minh Hiếu', '790383547015', 'Thủ Đức', '2024-01-29', 828595);
CALL MOSOTIETKIEM(0, 'Đào Mạnh Dương', '950250187355', 'Q5', '2024-05-19', 552531);
CALL MOSOTIETKIEM(3, 'Phạm Văn Hân', '795485279136', 'Q7', '2024-01-23', 312293);
CALL MOSOTIETKIEM(0, 'Trịnh Thế Hào', '753949727088', 'Q11', '2024-11-12', 725977);
CALL MOSOTIETKIEM(6, 'Nguyễn Xuân Hàm', '537793658625', 'Q7', '2024-12-14', 571294);
CALL MOSOTIETKIEM(6, 'Nguyễn Cảnh Hà', '702759449278', 'Q9', '2024-12-31', 774881);
CALL MOSOTIETKIEM(6, 'Trần Ngọc Đức', '019986294917', 'Q4', '2024-10-07', 384024);
CALL MOSOTIETKIEM(0, 'Nguyễn Hồng Hải', '685067333547', 'Q6', '2024-03-11', 614500);
CALL MOSOTIETKIEM(0, 'Lê Trọng Hiếu', '841438568789', 'Q7', '2024-12-25', 341240);
CALL MOSOTIETKIEM(6, 'Đoàn Hữu Hạnh', '908952415347', 'Bình Tân', '2024-12-22', 418421);
CALL MOSOTIETKIEM(0, 'Trần Quốc Dũng', '960591218969', 'Q10', '2024-04-14', 915429);
CALL MOSOTIETKIEM(3, 'Huỳnh Quốc Dũng', '363490483476', 'Q9', '2024-02-24', 855692);
CALL MOSOTIETKIEM(6, 'Nguyễn Văn Hanh', '347362150372', 'Bình Tân', '2024-10-07', 993294);
CALL MOSOTIETKIEM(0, 'Nguyễn Xuân Đức', '365658177285', 'Q7', '2024-04-15', 912100);
CALL MOSOTIETKIEM(3, 'Nguyễn Minh Hạnh', '157869116229', 'Q6', '2024-04-11', 232179);
CALL MOSOTIETKIEM(6, 'Hoàng Thái Hà', '711612181277', 'Q8', '2024-05-23', 947099);
CALL MOSOTIETKIEM(3, 'Trần Minh Hiếu', '007186784574', 'Q4', '2024-09-01', 531045);
CALL MOSOTIETKIEM(0, 'Nguyễn Hải Hà', '821820774732', 'Q4', '2024-07-05', 256100);
CALL MOSOTIETKIEM(6, 'Lê Hoàng Hòa', '969819768548', 'Q6', '2024-02-21', 664462);
CALL MOSOTIETKIEM(3, 'Nguyễn Đức Hạnh', '375173696530', 'Q5', '2024-03-27', 670149);
CALL MOSOTIETKIEM(3, 'Đỗ Hồng Hải', '356502065069', 'Bình Tân', '2024-12-17', 481323);
CALL MOSOTIETKIEM(0, 'Trần Khải Dũng', '818231457574', 'Q7', '2024-11-23', 426751);
CALL MOSOTIETKIEM(0, 'Nguyễn Ngọc Hiển', '942748624850', 'Q7', '2024-10-03', 556436);
CALL MOSOTIETKIEM(0, 'Nguyễn Hoàng Hiếu', '953053105359', 'Q11', '2024-02-16', 451166);
CALL MOSOTIETKIEM(0, 'Lê Vũ Minh Hiếu', '611747812316', 'Q11', '2024-01-30', 398621);
CALL MOSOTIETKIEM(6, 'Phạm Hồng Hải', '903989286731', 'Bình Tân', '2024-12-09', 373883);
CALL MOSOTIETKIEM(3, 'Nguyễn Hoàng Hải', '656031203826', 'Q9', '2024-06-08', 156425);
CALL MOSOTIETKIEM(3, 'Võ Tiến Hóa', '403847288418', 'Q6', '2024-05-07', 553280);
CALL MOSOTIETKIEM(6, 'Nguyễn Đức Hiến', '858104159598', 'Bình Tân', '2024-05-14', 210883);
CALL MOSOTIETKIEM(6, 'Bạch Thanh Hoàn', '383653708688', 'Q7', '2024-01-15', 351059);
CALL MOSOTIETKIEM(3, 'Lê Minh Hiếu', '737094209214', 'Q9', '2024-08-16', 969802);
CALL MOSOTIETKIEM(0, 'Lưu Nghĩa Hiệp', '164770832236', 'Thủ Đức', '2024-10-06', 598477);
CALL MOSOTIETKIEM(3, 'Nguyễn Thị Hoa', '168617741533', 'Q12', '2024-11-28', 160620);
CALL MOSOTIETKIEM(6, 'Tô Trung Hòa', '503036666400', 'Q5', '2024-11-04', 830831);
CALL MOSOTIETKIEM(0, 'Nguyễn Thái Hoàng', '459623323187', 'Q11', '2024-10-18', 798740);
CALL MOSOTIETKIEM(6, 'Nguyễn Minh Hoàng', '922960289215', 'Q9', '2024-07-24', 382239);
CALL MOSOTIETKIEM(3, 'Nguyễn Thiện Hoàng', '526632628151', 'Q1', '2024-12-01', 416597);
CALL MOSOTIETKIEM(3, 'Vũ Văn Hiệu', '207537664825', 'Q1', '2024-08-05', 882147);
CALL MOSOTIETKIEM(3, 'Nguyễn Hoàng', '469943259827', 'Q7', '2024-09-15', 573840);
CALL MOSOTIETKIEM(3, 'Trương Thanh Hoàng', '782359758646', 'Q9', '2024-03-09', 421626);
CALL MOSOTIETKIEM(0, 'Võ Minh Hoàng', '459431042755', 'Q6', '2024-12-29', 792810);
CALL MOSOTIETKIEM(6, 'Nguyễn Ngọc Hoàng', '821422506069', 'Bình Tân', '2024-07-14', 446263);
CALL MOSOTIETKIEM(3, 'Lê An Hòa', '419506581267', 'Q5', '2024-03-13', 180958);
CALL MOSOTIETKIEM(6, 'Nguyễn Hoàng Hổ', '681504065490', 'Q3', '2024-02-20', 768649);
CALL MOSOTIETKIEM(6, 'Đặng Trần Huân', '595305728392', 'Q1', '2024-01-27', 665955);
CALL MOSOTIETKIEM(0, 'Trần Duy Hoàng', '479763439785', 'Q7', '2024-08-21', 982158);
